,Unnamed: 0,상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대1생활인구수,시간대2생활인구수,시간대3생활인구수,시간대4생활인구수,시간대5생활인구수,시간대6생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,00시~06시유동인구,06시~11시유동인구,11시~14시유동인구,14시~17시유동인구,17시~21시유동인구,21시~24시유동인구,cluster
845,845,2110315,10510,7436,3074,1079,1283,1795,1376,1903,1733,1341,2755.0,,,5.0,2902,4848,7095,3399,70.0,2290.0,2182.0,2304.0,2651.0,996.0,446508506,309498149,137010357,43687780,56391513,70556853,57472804,81389199,78187595,58822762,123447132.0,,,144940.0,108740108,214176326,302143174,143536877,3415277.0,100705490.0,94925306.0,102941379.0,107629071.0,36063529.0,5.0,1426204,636324,789880,247387,229508,174682,206251,223439,344939,399134,288473,153961,157716,232709,194210,204197,201816,202737,202819,201222,206038,207376,124.0,24.0,,,,,,,,,,114773,859898,445952,536527,761073,322365,1
846,846,2110314,4051,2910,1141,529,695,655,478,553,863,278,807.0,,7.0,52.0,795,2390,2617,1198,22.0,494.0,923.0,1280.0,906.0,189.0,201116876,141049093,60067783,24232891,36607354,32120124,23710257,24378467,44039403,16028380,38367778.0,,199052.0,1944740.0,31146204,129459102,128731156,51011807,570807.0,26930473.0,47993135.0,60402706.0,36909188.0,6936653.0,14.0,862238,398371,463867,153847,113945,126888,139646,133426,194486,198387,161583,109221,123152,165775,104119,121650,122340,123592,122389,122460,127255,122549,953.0,33.0,3.0,,,,,,,,,88656,666776,353643,411825,604023,250691,4
847,847,2110313,39973,29179,10794,4417,5168,6147,6631,6816,5795,4999,11997.0,160.0,297.0,156.0,7106,20257,24536,14730,2868.0,21815.0,5844.0,3531.0,4627.0,579.0,2015736114,1481767676,533968438,198688129,267767819,307711822,318238998,389360908,276741847,257226591,611647499.0,3785552.0,6811026.0,2703763.0,326236980,1064551294,1271144014,660787650,180605373.0,1039297083.0,322818511.0,173265206.0,192437792.0,23507700.0,30.0,1260673,690697,569975,199184,626296,125068,94510,96273,119339,228837,217580,188941,193305,266589,165420,189104,197972,195358,197200,180826,155915,144298,2079.0,23.0,,2.0,1.0,,,,,,,51210,394146,262913,297174,378922,190958,1
848,848,2110312,8903,7164,1739,1306,1624,1467,1569,1198,982,757,514.0,287.0,1783.0,1926.0,2508,1885,4363,4506,900.0,4816.0,1194.0,618.0,1127.0,215.0,190810563,143967412,46843151,16480066,27049450,31387211,32672700,36377985,37836297,9006854,44318843.0,2044454.0,12483818.0,13319139.0,28605892,90038417,119365789,65594480,8932145.0,70776974.0,61819422.0,19093245.0,21595269.0,2743213.0,7.0,587670,293179,294493,108780,275251,61389,43364,41346,57540,112206,120405,95209,87271,105997,66583,90058,96304,93848,91906,84624,66413,64517,175.0,8.0,,1.0,1.0,,,,,,,45480,340351,235521,274604,335692,176106,4
849,849,2110308,87,70,17,3,25,3,17,22,10,7,51.0,6.0,8.0,6.0,6,10,77,10,,,14.0,28.0,32.0,13.0,26342439,24068523,2273916,2448832,6926697,1399333,7171581,6122080,699666,1574250,8151113.0,2098999.0,2973582.0,4722748.0,5072581,3323416,18995942,7346497,,,2553782.0,5597331.0,10669913.0,7521413.0,4.0,794401,356220,438181,165905,85892,106139,139463,122934,174067,210951,155606,88111,95789,140507,103437,109943,108580,109076,109850,108050,123873,125029,174.0,20.0,,,,,,,,,,143851,1017611,517557,603335,838545,312500,4
850,850,2110307,1472,792,680,115,151,129,170,227,300,380,309.0,17.0,,68.0,591,487,1207,240,,32.0,38.0,272.0,431.0,674.0,57817651,28379922,29437729,6014369,6195322,3029613,4901126,8239492,15175080,14262649,17292475.0,1103188.0,,3452245.0,16407700,19562043,51495499,5286866,,736703.0,1135947.0,7846967.0,19184137.0,27878611.0,5.0,593162,266323,326839,125078,68342,79040,99030,90306,131364,96066,112095,86389,97316,134523,66772,82363,81980,84037,83509,84681,92612,83980,158.0,27.0,,2.0,,,,,,,,226912,2468708,1204016,1440126,2322265,953207,5
851,851,2110306,1366,657,709,79,105,26,79,368,341,368,920.0,79.0,,,26,341,1340,26,,,53.0,132.0,1129.0,52.0,179441707,103513957,75927750,28899835,16814450,3940887,15763547,38095238,35205255,40722495,96157634.0,9195403.0,,,8669951,65418719,178128078,1313629,,,3940887.0,32840723.0,129523808.0,13136289.0,5.0,217066,99496,117569,54450,22510,27747,36573,32954,42832,53574,46372,25189,27572,38069,26290,30526,30345,29954,30194,28737,33319,33989,291.0,4.0,,,,,,,,,,55978,539600,253446,336785,518639,220421,4
852,852,2110305,4973,3286,1687,545,578,569,623,971,816,871,377.0,,,168.0,2332,2096,2563,2321,35.0,1288.0,930.0,842.0,1288.0,501.0,245417727,165153352,80264375,26717972,28989135,26836677,32875238,49734330,40364756,39899619,19882586.0,,,6410147.0,108926792,110198202,129844566,110158657,1903058.0,63729586.0,49156562.0,43178065.0,60160615.0,21875337.0,4.0,1327636,643100,684537,171201,346512,196964,166460,173543,272955,356579,294110,159404,153636,196937,166969,196529,196703,193825,192622,190063,177096,180799,883.0,18.0,2.0,1.0,,,,,,,,83353,1020653,460198,521203,785637,328152,4
853,853,2110302,3541,2594,947,527,502,452,348,765,694,253,367.0,,,,1340,1834,2059,1461,,427.0,630.0,969.0,1164.0,330.0,127767409,91605816,36161593,18059245,19967547,16609460,11121077,25848487,25083280,11078313,12262991.0,,,,43902239,71602179,74887566,51629177,,16781018.0,22548849.0,33224364.0,43823728.0,10138784.0,2.0,257630,114680,142949,30819,45983,37760,37137,43045,62884,63845,55929,31551,31716,42831,31760,36348,36379,36359,36034,36416,37142,38952,3818.0,18.0,,1.0,,,,,,,,73720,956435,432953,489954,783749,325404,4
854,854,2110301,2190,1705,485,453,323,282,384,263,293,192,252.0,,424.0,40.0,627,847,1483,605,,161.0,202.0,373.0,586.0,767.0,80308314,62014688,18293626,17668032,11159819,10423230,16477381,6286226,11684511,6609115,13480576.0,,5408375.0,968665.0,24842199,35608499,52428948,22723247,,7204440.0,7688772.0,14812490.0,24135882.0,21310611.0,7.0,1093931,476773,617158,178197,236264,162512,165035,142239,209683,326918,242337,116977,110160,156084,141456,156266,155578,154727,154256,151281,158613,163212,484.0,8.0,,,,,,,,,,206729,1089842,649083,846796,1223300,592973,4
855,855,2110300,4671,3136,1535,604,601,495,678,758,831,704,841.0,,,57.0,1433,2340,3058,1604,22.0,1087.0,1015.0,1228.0,1090.0,221.0,192795671,131396622,61399049,24105930,21882666,21381976,31352590,32673460,31253532,30145517,38120533.0,,,2218421.0,49603007,102853710,127330962,64951781,1020820.0,36783308.0,38306958.0,52190511.0,51298900.0,12682245.0,6.0,2320905,997881,1323025,327824,737617,339454,276702,263486,375823,535906,476624,302974,307631,415345,282426,335223,336079,334479,333617,332008,326571,322928,2735.0,21.0,4.0,1.0,1.0,,,,,,,166549,1395839,800727,990741,1531611,728325,1
856,856,2110299,1705,1341,364,308,238,274,258,263,174,190,58.0,,396.0,110.0,342,799,1035,576,,56.0,133.0,273.0,555.0,592.0,54194512,39346291,14848221,9000995,5695552,7906883,8923968,7818893,8034980,6813241,3629399.0,,5317896.0,2744471.0,13744866,28757880,32601214,16986254,,766839.0,3639202.0,10367538.0,17398732.0,17415154.0,6.0,1432047,658152,773895,247911,174205,190392,230937,229197,359404,359599,282695,159306,171982,268494,189974,201979,197033,197875,197520,197283,218120,222238,372.0,23.0,,,,,,,,,,126536,1105532,560490,647810,834678,316711,4
857,857,2110297,385,217,168,29,30,71,30,57,96,72,73.0,,,,68,244,260,106,,67.0,68.0,77.0,77.0,77.0,16837836,10084236,6753600,1105058,1268415,3434668,1614346,2661749,4948736,1804864,2646713.0,,,,4122346,10068777,12321512,3786025,,2123633.0,2431127.0,4180003.0,2825104.0,4547670.0,5.0,1763053,795137,967916,272339,374194,291273,251741,250696,322810,506638,371707,183883,180587,277707,242530,252844,252727,252329,250775,249403,250122,254853,654.0,15.0,1.0,,,,,,,,,106674,839975,521584,600463,776712,321265,1
858,858,2110295,734,550,184,73,183,73,166,55,92,92,55.0,,,,91,496,398,244,18.0,151.0,150.0,247.0,76.0,,24093074,16279104,7813970,2109405,5420255,2109405,4888316,1751723,3906985,3906985,2329517.0,,,,2412059,15444513,12191733,7994356,586965.0,3713725.0,5464713.0,8761992.0,1658694.0,,5.0,522672,238383,284290,88191,73112,78820,79932,75877,126738,138249,101801,58686,60005,92365,71566,75026,73734,73984,73992,73649,75329,76959,679.0,18.0,1.0,1.0,,,,,,,,99120,1004731,594469,703000,949476,388205,4
859,859,2110294,1228,837,391,172,147,178,193,147,225,166,552.0,,,,198,478,817,407,,363.0,264.0,305.0,167.0,125.0,43838954,31422979,12415975,7159423,5615237,6528458,6432293,5687568,7892298,4523677,20997382.0,,,,6908688,15932884,29698089,13954507,,13922844.0,8713260.0,9968176.0,6398001.0,4650314.0,3.0,1394910,635856,759053,238599,257318,187450,210695,182726,318120,424381,287227,139938,138691,211520,193153,199146,196433,196263,196425,191076,203705,211861,391.0,24.0,2.0,1.0,1.0,,,,,,,69902,888361,457818,532394,809156,336845,4
860,860,2110292,272,192,80,41,37,37,30,47,43,37,58.0,,,27.0,70,117,211,55,,3.0,18.0,17.0,76.0,152.0,9456526,6440915,3015611,1658921,930205,1252587,960429,1638773,1578327,1437284,2189508.0,,,967144.0,2243238,4056636,7361098,1830134,,48940.0,627781.0,565534.0,2813522.0,5135455.0,1.0,233937,107136,126801,37566,31781,35744,35752,35034,58060,76599,48532,21173,21478,32477,33678,33555,33756,33290,33485,33180,33078,33592,43.0,12.0,3.0,1.0,,,,,,,,91794,926411,549527,647755,869971,340250,4
861,861,2110291,9910,7105,2805,1206,1377,1348,1332,1842,1572,1233,2521.0,,,34.0,2606,4749,6169,3741,399.0,3486.0,2075.0,1807.0,1514.0,629.0,393674622,281135860,112538762,47093802,53631206,53645228,59993524,66772100,65991507,46547255,103807290.0,,,1479699.0,83008799,205378834,252842935,140831687,20376313.0,154769614.0,77752777.0,74975582.0,50083934.0,15716402.0,9.0,1593173,717490,875684,273274,322938,240783,234371,225209,296599,429512,329594,185896,185848,254391,207933,228547,233225,230471,230431,228895,216845,224763,345.0,21.0,1.0,1.0,,,,,,,,99032,604411,431187,541752,699403,311504,1
862,862,2110286,386,265,121,25,63,59,35,83,96,25,,,,,132,254,224,142,,59.0,78.0,93.0,103.0,35.0,23702435,15993690,7708745,1421574,2977246,3211978,1775746,6607146,6773242,935503,,,,,10307392,13395043,15344212,6775684,,3075192.0,3663851.0,5271062.0,8614938.0,1494852.0,3.0,651710,287738,363972,113459,108050,102307,98971,88421,140500,170105,138406,78594,75356,105990,83260,93642,94873,94462,93983,93577,90285,90886,978.0,21.0,2.0,,1.0,,,,,,,75503,736932,473572,606163,791845,360078,4
863,863,2110285,1445,890,555,135,149,168,163,275,333,222,10.0,,,64.0,664,707,727,632,5.0,149.0,401.0,365.0,284.0,154.0,65459176,39901880,25557296,4964773,6332343,7984257,7614156,13006351,15523942,10033354,686041.0,,,2112286.0,27971982,34688867,32557626,28085720,148943.0,8151254.0,16266401.0,17628103.0,11793592.0,6655052.0,3.0,104236,46781,57455,18824,12334,15498,17520,16682,23378,29064,22893,13314,11605,14674,12689,14886,15220,15188,15138,14729,14127,14948,814.0,6.0,,,,,,,,,,6055,155221,81311,101395,113954,41321,4
864,864,2110282,19373,14715,4658,2424,2671,3193,3444,2983,2687,1971,3675.0,368.0,3129.0,1307.0,4409,6485,13267,6088,1179.0,9051.0,1569.0,3122.0,3533.0,902.0,756463408,580339512,176123896,95951033,106834388,120341622,136956402,120256067,113771733,62352163,189172438.0,3347876.0,45501926.0,23945815.0,179359386,315135967,482514811,272941760,81198559.0,435590644.0,53471900.0,60303098.0,105311149.0,19581221.0,7.0,102976,54336,48641,17077,32379,12228,8545,10058,22689,28066,23692,12874,12617,13803,11926,14518,14460,14668,15135,14310,14394,15491,1403.0,11.0,1.0,,,,,,,,,32978,428152,305122,326070,357363,158658,4
865,865,2110278,18368,11716,6652,2357,2304,2828,2315,1912,3449,3203,2249.0,6.0,353.0,481.0,7294,7985,13621,4747,466.0,978.0,1797.0,2446.0,5887.0,6794.0,632997723,405415640,227582083,70389271,90612851,87597518,85409409,71406591,107519095,120062988,76483209.0,198578.0,11360530.0,12746529.0,260092169,272116708,446225264,186772459,12812572.0,29280395.0,51889749.0,91782298.0,224484272.0,222748437.0,10.0,803563,355041,448520,173562,68767,98140,117826,135729,209537,162949,169677,112407,118683,147166,92679,114262,114688,114048,113813,111334,112832,122584,279.0,36.0,5.0,,,,1.0,,,,,28920,320821,134455,193572,224667,75812,4
866,866,2110277,3168,2151,1017,229,380,631,416,495,533,484,315.0,,288.0,550.0,810,1205,2298,835,21.0,488.0,617.0,587.0,497.0,922.0,150431675,111500883,38930792,16278770,20221262,29316595,19092797,26591459,18044660,20886132,12271155.0,,2468493.0,16252675.0,53565362,65873990,125998942,23735071,578747.0,17930757.0,18051943.0,16658489.0,16002624.0,80511453.0,5.0,1242379,581036,661343,172362,133596,155431,176408,232547,372034,321999,249384,146543,144995,210564,168894,177601,176200,176202,175546,174821,178667,183343,178.0,16.0,,,,,,,,,,38041,280287,145862,163779,225325,72814,4
867,867,2110275,4148,2827,1321,426,317,582,739,763,828,493,791.0,9.0,56.0,190.0,1142,1960,3181,921,10.0,185.0,399.0,745.0,1693.0,1069.0,246469781,164643910,81825871,23232501,21453485,34411754,39473677,46072493,49485334,32340537,52177242.0,4715540.0,1583121.0,15125444.0,54099041,118769393,188138094,55410900,263810.0,9441271.0,20613151.0,31893655.0,115592517.0,65744590.0,10.0,312099,147866,164232,30877,35666,41961,44989,64177,94429,54994,59792,43412,45817,67443,40641,43726,43092,42790,42734,43842,48196,47720,63.0,10.0,,1.0,,,1.0,,,,,89569,633658,367033,430950,636675,213602,4
868,868,2110274,1724,1308,416,243,220,289,248,308,252,164,278.0,,,51.0,566,829,1246,470,11.0,356.0,194.0,278.0,329.0,548.0,63642235,46224275,17417960,8185798,8707436,8849362,9391114,11090565,9797942,7620018,13133218.0,,,2709575.0,16359040,31440402,45249531,17936602,323772.0,14248780.0,7734299.0,10025023.0,11657260.0,19196998.0,5.0,1165435,560097,605339,155473,154281,152799,164995,195786,342104,353484,243189,124653,118856,169668,155586,167007,166380,164670,165316,161844,163604,176614,552.0,29.0,,,2.0,,,,,,,38147,460297,219497,270178,341811,127167,4
869,869,2110273,4932,3444,1488,585,659,745,730,725,833,655,662.0,47.0,163.0,362.0,1897,1801,3742,1163,5.0,357.0,434.0,987.0,1397.0,1726.0,196956109,139829948,57126161,20925133,27539589,29362127,32080261,29922838,32006391,25119770,35638805.0,1272913.0,3818358.0,12029017.0,68690306,75506710,155935687,38999310,68461.0,12350830.0,15696914.0,34494618.0,61438563.0,70885609.0,15.0,733321,336098,397225,94195,79456,106041,100468,126071,227091,154057,147894,97747,100306,140729,92589,103938,102650,102542,103356,105677,108438,106722,610.0,22.0,,1.0,,,,,,,,80779,620994,356373,425816,615559,209483,4
870,870,2110272,16522,10904,5618,1851,2162,2193,2265,2433,3113,2505,3770.0,,,131.0,4037,8584,9959,5887,354.0,3565.0,3650.0,4082.0,3197.0,995.0,740460373,490554010,249906363,78950055,100122222,96496830,93431042,121553861,136002397,113903966,173436228.0,,,4129114.0,170613349,392281682,437322037,261720857,16192645.0,162258479.0,161557662.0,171633345.0,150590845.0,36809918.0,12.0,1008534,447002,561532,197360,112361,130542,148219,165380,254672,229870,186369,121620,133030,207771,129873,140370,138220,138689,137738,139527,153686,160303,471.0,29.0,1.0,1.0,,,,,,,,53401,534935,276892,350013,507837,189946,1
871,871,2110270,1684,1261,423,212,424,213,235,177,141,282,247.0,35.0,,,672,730,1272,412,,70.0,35.0,70.0,801.0,708.0,60703523,48416633,12286890,7449809,17830115,8261875,9649374,5225460,4342780,7944110,8544332.0,1765358.0,,,22384737,28009096,46428911,14274612,,2012508.0,494300.0,2753958.0,29315461.0,26127296.0,4.0,371380,170727,200652,56986,49132,47752,50203,65505,101800,120333,80619,37508,34781,48576,49562,54658,54564,54329,53948,53582,49323,50978,168.0,10.0,1.0,1.0,,,2.0,,,,,52134,435417,206415,255410,359492,131031,4
872,872,2110269,1880,1301,579,180,299,300,231,291,305,274,502.0,,,16.0,405,957,1332,516,52.0,504.0,400.0,396.0,346.0,149.0,73821504,49825939,23995565,6136872,11757230,11135167,9023228,11773442,12798094,11197471,20218007.0,,,391934.0,14480571,38730992,52671983,19608351,2584106.0,20602798.0,13804547.0,15815100.0,14375596.0,5098186.0,3.0,383274,186298,196977,57895,59604,50872,59677,65063,90164,76785,77938,54038,62252,69811,42449,56339,56076,55598,55591,53421,51729,54519,169.0,11.0,,,,,,,,,,44117,477306,230521,292637,356912,129045,4
873,873,2110267,1330,1022,308,173,270,212,232,135,250,58,136.0,,,,405,789,752,578,19.0,289.0,173.0,406.0,424.0,19.0,55755511,40965790,14789721,5456964,12765053,11068187,5379832,6295754,11540610,3249111,7394860.0,,,,9506300,38854351,32134380,23621131,1754713.0,10200472.0,5755843.0,15059676.0,22493102.0,491705.0,2.0,1358755,630858,727896,250295,164311,210365,207684,205850,320251,404450,287501,144808,140699,204596,176701,190752,189984,188681,188328,186548,199637,214827,139.0,16.0,,,,,,,,,,101325,993296,549574,655061,973488,319826,4
874,874,2110266,1315,867,448,132,201,178,172,184,253,195,170.0,,42.0,82.0,516,505,836,453,,53.0,199.0,241.0,484.0,311.0,46174340,29372065,16802275,4219332,6714038,5280213,6714017,6444465,10625943,6176332,9735843.0,,796569.0,2051218.0,15922906,17667804,32054973,13217561,,1716961.0,9383538.0,7557837.0,16402918.0,10211281.0,6.0,1288806,586013,702793,178420,179957,191793,186573,239503,312561,419095,270429,127694,121808,176448,173333,185451,180174,180885,181293,178589,185791,196622,225.0,11.0,,,,,,,,,,120378,1459449,674485,802090,1368916,481166,4
875,875,2110265,5439,3958,1481,853,651,700,712,1042,933,548,179.0,,98.0,125.0,2760,2277,3154,2147,20.0,545.0,783.0,1155.0,1666.0,1132.0,238811232,172331596,66479636,37315413,26090127,27459205,29987607,51479244,42257367,24222269,8480408.0,,2004167.0,4377449.0,115886924,108062284,136183557,93231884,710179.0,19870583.0,36444979.0,51467421.0,74852107.0,46070172.0,5.0,747640,341926,405714,92832,97250,115265,106907,128130,207256,139757,145161,104315,114801,155569,88038,102985,101128,101481,102483,105492,118932,115141,198.0,20.0,1.0,,,,,,,,,90600,868975,528842,624441,925060,295604,4
876,876,2110264,5454,3640,1814,791,610,770,695,774,1061,753,90.0,,68.0,468.0,2990,1838,3429,1867,,651.0,1275.0,1139.0,1321.0,911.0,320095766,209258357,110837409,44970165,34021735,37374774,43425308,49466375,67619674,43217735,3713505.0,,2826139.0,25178696.0,174534370,113843056,207973087,101695540,,33190069.0,81565610.0,76986462.0,73258417.0,44668071.0,14.0,2971256,1398738,1572518,387409,440424,459187,417282,556798,710157,912408,624263,312660,284264,438400,399261,423445,420292,419537,418755,417602,424683,446944,358.0,32.0,2.0,,,,2.0,,,,,132636,1694989,751628,902813,1396838,479735,1
877,877,2110263,338,256,82,23,12,36,105,80,35,47,163.0,,12.0,,35,128,303,35,,,23.0,12.0,175.0,128.0,27016239,17766177,9250062,1188295,1164995,4252233,5929825,5230829,3308586,5941476,12663497.0,,3494986.0,,3028988,7828768,23649403,3366836,,,1083446.0,582498.0,13397444.0,11952851.0,4.0,1402768,653217,749550,150273,212988,257885,199719,233325,348578,441174,284734,137267,135299,207672,196624,200037,198191,197579,196970,196650,203788,209555,128.0,17.0,,,,,3.0,,,,,142292,1672011,724305,859600,1434536,501066,4
878,878,2110262,19693,12006,7687,1811,2025,2574,2342,3254,4642,3045,6298.0,,54.0,167.0,3513,9661,12811,6836,207.0,8088.0,6901.0,2023.0,1597.0,831.0,820600780,490493283,330107497,70972931,79627451,110423927,93012005,136456969,208866227,121241270,282397638.0,,2700409.0,5809439.0,133343127,396350167,552346162,265436537,9664422.0,338934722.0,292078674.0,81554103.0,64016337.0,31534442.0,22.0,1642344,767587,874758,111166,318356,371002,235810,258575,347435,431364,320760,183446,189229,291958,225584,228100,224246,228075,228425,229798,253886,249814,1532.0,11.0,,1.0,,,,,,,,69872,516000,320689,394465,605933,217590,1
879,879,2110261,627,470,157,72,112,83,94,109,99,58,,,139.0,91.0,313,84,411,206,5.0,84.0,113.0,116.0,156.0,142.0,23847196,15241804,8605392,1725954,4039411,2603878,2964554,3908007,4328123,4277269,,,3871487.0,3906815.0,11959243,4109651,17675842,5311580,131981.0,2848697.0,3444486.0,4453373.0,5366515.0,6742372.0,5.0,1457222,681667,775555,185287,189955,214249,216882,238526,412322,415928,289658,152823,159867,238075,200870,207888,203862,204574,201981,201739,213322,223856,167.0,10.0,,,,,,,,,,118409,1423624,657676,773649,1352073,475540,4
880,880,2110260,1985,1297,688,140,150,221,179,607,441,247,208.0,,28.0,76.0,422,1251,1299,657,10.0,248.0,286.0,238.0,630.0,544.0,67688495,44373791,23314704,3837773,4943342,5551560,4874696,25166420,15048299,8266405,5509267.0,,928859.0,2885582.0,13878093,44486694,43825966,19988457,74907.0,5594270.0,7766803.0,5579512.0,23182159.0,21616772.0,4.0,1224619,581877,642742,126235,174464,201466,186695,212304,323454,328680,245290,131074,136989,208584,174000,176554,174921,174182,173521,174455,176262,174723,126.0,23.0,,1.0,,,2.0,,,,,138139,1635778,703856,831630,1398112,488574,4
881,881,2110259,21871,14587,7284,2882,2789,2763,2889,3264,3865,3419,5269.0,6.0,,262.0,5934,10400,13793,8078,400.0,7383.0,5969.0,3904.0,2803.0,1412.0,831391888,557764442,273627446,108175327,107349517,112308581,104254539,125676478,147709682,125917764,205748275.0,230327.0,,8208732.0,217572962,399631592,536369234,295022654,18802370.0,275970702.0,225192787.0,152179365.0,108815243.0,50431421.0,14.0,1495724,707677,788047,161634,235435,239580,242438,234888,381749,457053,295621,149770,151303,228978,212999,211841,211409,211777,211484,212222,218891,218099,543.0,16.0,,,,,,,,,,130314,1515114,699346,823296,1428846,498066,1
882,882,2110258,13867,9739,4128,1853,1924,2133,1926,1903,2118,2010,4160.0,753.0,313.0,636.0,3150,4855,9309,4488,165.0,3437.0,3650.0,2633.0,2645.0,1267.0,547756173,393708676,154047497,78550298,77673894,87756290,68414227,81313967,79340929,74706568,190476618.0,32521737.0,8659095.0,20094567.0,106282990,189721166,378680310,162389340,6272211.0,136295806.0,146819103.0,105962120.0,102647897.0,43072515.0,9.0,592143,279642,312501,71365,77866,92792,93910,105573,150634,154641,122985,70321,69102,101903,73190,84535,83166,82777,82475,82882,87446,88862,260.0,14.0,2.0,1.0,,,,,,,,125996,1532942,668833,788099,1299381,450538,4
883,883,2110256,676,506,170,82,98,116,84,126,85,85,35.0,,,12.0,368,176,491,66,,,41.0,173.0,165.0,177.0,28434185,14266323,14167862,4388779,1602228,2552059,2731357,2991900,7083931,7083931,1279985.0,,,174004.0,13307400,6588865,14393938,6353102,,,730595.0,5171005.0,10613250.0,4232191.0,3.0,1638837,775302,863536,211062,205187,242144,259011,282704,438728,543114,346032,154829,149289,222968,222606,234712,229618,229350,229218,227534,239308,249098,477.0,36.0,,,,,7.0,,,,,150488,1605696,696369,824123,1343578,465545,1
884,884,2110255,1531,1009,522,148,191,229,211,230,249,273,215.0,,,54.0,439,823,1152,360,,132.0,312.0,254.0,574.0,240.0,55076260,36640672,18435588,5279560,7372755,7747426,7261141,8979790,8983132,9452456,7003642.0,,,2664543.0,18028727,27379348,40338161,12839892,,4130303.0,10497196.0,9231522.0,20261063.0,9057968.0,4.0,1572522,729371,843151,125281,270548,300708,233800,267836,374349,497472,328992,162139,154326,223750,205842,221860,221136,221213,221063,221574,229392,236284,327.0,18.0,2.0,,,,,,,,,96126,565383,272946,320900,540470,204557,4
885,885,2110254,2923,2060,863,308,459,348,495,450,514,349,368.0,8.0,559.0,121.0,843,1024,2265,548,21.0,164.0,546.0,589.0,971.0,523.0,92172175,63653587,28518588,8485863,16193422,9045277,15147855,14781170,18067615,10450973,13205649.0,258937.0,9442786.0,2591815.0,30234159,36438829,69645842,18079423,496649.0,4962996.0,15786336.0,20110374.0,32385580.0,13983331.0,16.0,2860120,1340525,1519594,408780,330767,391273,465959,463219,800121,820371,580058,309538,314875,453169,382108,407860,406083,406095,402970,399754,409394,427966,257.0,19.0,1.0,,,,,,,,,53141,350259,156176,181951,277344,99838,1
886,886,2110253,541,384,157,47,111,88,84,54,93,64,71.0,,78.0,61.0,92,239,396,145,,39.0,52.0,127.0,149.0,174.0,16232275,10600146,5632129,1253147,2063639,2132348,3074346,2076666,3641491,1990638,2214530.0,,2673674.0,1690945.0,2343547,7309579,11394668,4837607,,1309492.0,961955.0,3505755.0,5687043.0,4768030.0,7.0,803263,380996,422267,137830,93092,119560,132815,126917,193050,250721,163839,79622,79335,120162,109585,113174,111901,112835,112480,112194,117529,123151,181.0,10.0,,,,,,,,,,51545,285057,130847,155434,254013,103293,4
887,887,2110252,616,410,206,49,84,8,126,143,116,90,74.0,,,27.0,252,263,345,271,16.0,164.0,172.0,75.0,101.0,88.0,7262630,5279083,1983547,409824,1527251,233600,996278,2112130,1139310,844237,946692.0,,,267062.0,3979266,2069610,4832375,2430255,155733.0,1495856.0,1286847.0,762272.0,1094906.0,2467016.0,6.0,736141,354522,381619,96721,85508,110533,113284,136143,193951,200528,151299,81146,83081,122283,97801,104397,102211,103297,104932,102025,107756,111525,712.0,16.0,,1.0,,,2.0,,,,,56780,389544,164337,199492,329805,129021,4
888,888,2110251,2002,1447,555,316,258,248,270,355,243,312,163.0,,,176.0,495,1168,1460,542,,131.0,177.0,352.0,553.0,789.0,76988562,55607601,21380961,10538007,8365560,10913103,12123189,13667742,10048196,11332765,7199841.0,,,3227323.0,20332025,46229373,57182705,19805857,,5933207.0,4539736.0,17197537.0,22921166.0,26396916.0,4.0,754217,354129,400088,128922,94478,119460,105446,117547,188364,203339,153694,83120,84707,124934,104421,110564,108150,108071,107932,106812,105434,107256,147.0,18.0,,,,,,,,,,154347,1373455,623481,729625,1230852,464021,4
889,889,2110249,262,169,93,19,19,37,19,75,55,38,93.0,,,,38,131,187,56,,,,19.0,56.0,169.0,34150976,27899295,6251681,5785138,1866174,5038669,1866174,13343140,3079186,3172495,17355414.0,,,,3732348,13063214,18288501,8957633,,,,1213013.0,6904842.0,19128279.0,2.0,2226456,1030539,1195916,398303,275210,305921,299705,349417,597901,650051,475815,252464,232487,327118,288521,322325,319132,318459,317409,315265,309316,324550,783.0,22.0,,,,,,,,,,102552,1075386,478194,564489,970915,367276,1
